,Y
Erlotinib_CADO-ES1,0.734796
Uprosertib_DMS-273,-0.291831
MG-132_MFE-296,-0.98874
GDC0810_EB2,5.356898
Dinaciclib_DOK,-3.513323
MG-132_A4-Fuk,-2.050746
Gefitinib_OV-90,4.979387
AZD8186_LU-65,5.58946
Ipatasertib_HCC70,0.69506
Erlotinib_HO-1-N-1,1.087638
Linsitinib_EKVX,4.716349
NVP-ADW742_NCI-H209,1.705711
PFI3_FLO-1,5.19896
Dasatinib_A2058,3.080983
Venetoclax_HSC-2,2.415484
BIBR-1532_NCI-H23,4.716088
CZC24832_KYSE-450,5.442026
Vorinostat_SCC-4,1.822075
OTX015_KYSE-270,2.260083
LJI308_GI-ME-N,5.613186
Entospletinib_NCI-H661,4.898056
Tamoxifen_B-CPAP,3.717157
Docetaxel_KCL-22,-5.700885
BMS-345541_HT-3,4.575671
Trametinib_HT-29,-5.020382
MK-8776_SK-GT-2,1.625514
Uprosertib_L-428,2.853375
Vinorelbine_SW13,-4.637605
Cediranib_SW872,2.81439
Ipatasertib_JVM-2,1.34985
MK-2206_LU-135,1.950495
Pictilisib_NCI-H2369,3.118394
Olaparib_NCI-H1755,5.465179
KRAS (G12C) Inhibitor-12_CaR-1,5.165304
EPZ5676_MFH-ino,6.38317
Afatinib_Hs-633T,1.499261
Ipatasertib_TE-5,3.138191
PFI3_BFTC-905,4.685205
PCI-34051_SW13,3.562308
Oxaliplatin_FTC-133,4.340024
Afatinib_NCI-H82,1.181727
I-BRD9_SAS,2.639378
Sabutoclax_HCC1954,-1.580013
GSK2578215A_LCLC-103H,5.150314
Vorinostat_CAL-78,2.310231
ABT737_D-283MED,-0.333677
MN-64_TOV-21G,4.916054
MK-2206_ALL-SIL,1.700391
Lapatinib_MHH-CALL-2,2.67594
Picolinici-acid_ETK-1,5.154247
OTX015_NCI-H1623,4.183524
AZD8055_HCC1937,0.339962
Cediranib_HCC1500,2.044414
UMI-77_SU-DHL-8,2.087081
Osimertinib_EW-18,1.108903
LGK974_KARPAS-422,3.55698
GSK591_JiyoyeP-2003,4.084131
GSK343_OVTOKO,3.073787
Foretinib_SNU-182,0.810956
Erlotinib_SISO,3.166524
Nilotinib_KP-1N,2.262967
GSK2578215A_MHH-CALL-2,4.671572
Sabutoclax_PL4,-0.375592
Dinaciclib_BFTC-909,-2.09288
Dinaciclib_NCI-H2087,-1.800713
Pictilisib_BFTC-905,0.98226
Camptothecin_huH-1,-1.004498
VE821_KYSE-150,3.436429
Sepantronium bromide_MDA-MB-453,-4.821268
PCI-34051_LU-135,4.217788
Trametinib_HuP-T3,-0.801776
Gemcitabine_MOLM-13,-4.711571
WIKI4_CPC-N,4.077205
Vinorelbine_EBC-1,-2.440708
Sapitinib_HSC-4,2.552273
Epirubicin_FLO-1,-1.310862
Navitoclax_KE-37,-2.881804
PD0325901_TE-9,1.23481
OF-1_8505C,6.261368
Nutlin-3a (-)_TC-71,4.126014
WZ4003_647-V,4.808444
Wnt-C59_HPAC,2.372424
ABT737_RS4-11,-3.577945
Tamoxifen_MEG-01,2.892596
Vinorelbine_NCI-H1944,-3.699517
WIKI4_SU-DHL-5,2.710353
GNE-317_NCI-H64,0.694577
Ibrutinib_HOP-92,6.15824
Dabrafenib_SK-MEL-24,0.369797
Dasatinib_ML-2,1.414982
KRAS (G12C) Inhibitor-12_KYSE-270,3.137106
Temozolomide_Calu-3,6.215287
GNE-317_BHT-101,-0.359557
Cyclophosphamide_SW626,6.55966
BIBR-1532_KP-N-YN,4.698881
AZD6738_SUIT-2,2.821303
Oxaliplatin_U-118-MG,4.017742
LCL161_SK-N-DZ,4.742372
GSK1904529A_G-402,2.580684
MG-132_MRK-nu-1,-1.90609
MK-2206_NCI-H2228,2.225442
Vorinostat_L-428,0.54986
WZ4003_NCI-H1299,3.006441
WZ4003_HCC1143,5.415324
UMI-77_NCI-H1876,1.280959
Wnt-C59_KARPAS-1106P,2.800159
Ruxolitinib_HT-144,5.183186
Lapatinib_KMOE-2,2.371064
Picolinici-acid_42-MG-BA,4.351792
Dactolisib_DOK,-3.379805
Epirubicin_MIA-PaCa-2,-1.399067
I-BET-762_MHH-CALL-2,0.34603
GSK2578215A_MFE-296,6.17499
Olaparib_NCI-H1048,2.200632
VE821_AsPC-1,5.737078
Navitoclax_CA46,2.573315
Dabrafenib_SK-MM-2,2.983824
YK-4-279_CA46,1.692967
KRAS (G12C) Inhibitor-12_NCI-H2373,6.837746
Entospletinib_CCRF-CEM,2.652784
BMS-345541_JURL-MK1,1.896077
GSK343_KP-1N,3.56308
Trametinib_LU-99A,-1.466336
BIBR-1532_SK-GT-2,4.818299
AZD7762_HAL-01,-2.069856
AGI-6780_LS-1034,5.308752
Cyclophosphamide_NCI-H716,5.49403
GSK1904529A_GAK,3.66719
VE821_SNU-398,3.677163
PD0325901_JHH-7,1.527953
WZ4003_SW48,5.866155
NVP-ADW742_G-292-Clone-A141B1,0.564807
Wnt-C59_NCI-H2228,5.934557
GSK591_VCaP,4.347107
I-BRD9_SU-DHL-8,3.711367
Olaparib_DEL,1.550133
Palbociclib_A172,2.907991
Gefitinib_LU-135,3.173761
WIKI4_SU-DHL-6,2.919149
Sapitinib_IGROV-1,0.203075
VE821_M14,3.486097
5-Fluorouracil_DOV13,4.105461
EPZ5676_QGP-1,7.103627
MK-1775_RERF-LC-Sq1,0.136851
Wnt-C59_PANC-08-13,5.417949
I-BRD9_OVCA420,5.121905
Alpelisib_TC-YIK,4.653961
Temozolomide_SW13,4.852824
Venetoclax_HCC38,3.84671
MG-132_YH-13,-1.551043
Cediranib_LU-135,2.696942
Vorinostat_BE2-M17,0.538814
AZD4547_COR-L279,3.650248
Trametinib_NCI-H1869,-0.052656
AZD5582_DMS-79,0.661593
Afuresertib_NB1,0.442046
GSK2578215A_ESS-1,4.867822
WIKI4_GA-10,2.467856
NVP-ADW742_KARPAS-45,1.451122
WIKI4_LS-180,4.994748
Pevonedistat_COLO-680N,4.220926
Venetoclax_BE-13,1.171966
AZD3759_KGN,2.295868
Entospletinib_CAL-120,5.460342
BIBR-1532_BHT-101,4.303714
EPZ5676_BHT-101,5.327763
AZD6738_Hs-578-T,1.04684
IWP-2_ABC-1,4.558967
ML323_COLO-684,4.279751
AZD7762_SW1573,2.434548
AGI-6780_SCC-15,5.527772
Entospletinib_DOHH-2,2.486377
Entinostat_LS-123,3.721992
Ibrutinib_NCI-H446,4.223952
IWP-2_C2BBe1,4.059397
PRIMA-1MET_TGBC11TKB,5.143333
KRAS (G12C) Inhibitor-12_huH-1,1.590261
Sepantronium bromide_EW-11,-5.69778
Picolinici-acid_NCI-H520,5.268214
Camptothecin_EFO-21,0.796873
UMI-77_LK-2,3.862421
KRAS (G12C) Inhibitor-12_SCC-15,5.345889
Nutlin-3a (-)_A498,3.912424
Sorafenib_SCC-9,2.704245
LCL161_SK-MG-1,2.852825
BMS-345541_NCI-H513,3.991794
MK-2206_HCC202,1.585069
Vinorelbine_SAS,-1.064524
Taselisib_LN-405,2.447792
Oxaliplatin_CAL-29,5.171439
VX-11e_CTV-1,2.595266
Linsitinib_NUGC-3,4.641873
Temozolomide_PL4,7.110417
Foretinib_HCC-827,1.207968
MK-1775_KMRC-1,2.752899
Cytarabine_HLE,2.247865
Vinblastine_HH,-2.195252
AZD4547_HD-MY-Z,6.636929
Osimertinib_KYSE-150,0.577696
UMI-77_LAMA-84,2.863025
LCL161_NB(TU)1-10,4.197212
Entospletinib_IGR-1,4.579183
PFI3_NB14,4.475225
PRIMA-1MET_MDA-MB-157,5.142848
Obatoclax Mesylate_SW756,2.793327
WEHI-539_NCI-H69,3.002458
GDC0810_IGR-37,4.986466
PLX-4720_PC-3_[JPC-3],4.070437
Niraparib_FTC-133,5.350428
Vinorelbine_BHT-101,-2.524901
LY2109761_SW900,6.541765
GSK2578215A_OSC-20,5.074246
PLX-4720_RT4,4.680909
Cediranib_CaR-1,1.727529
Ipatasertib_DoTc2-4510,4.340917
Lapatinib_MPP-89,3.055199
Pevonedistat_SK-N-SH,3.372006
Foretinib_TE-9,0.607978
WIKI4_MS751,2.429067
PD173074_SK-GT-4,5.781762
Afatinib_LN-229,2.894418
Telomerase Inhibitor IX_697,0.068052
Fulvestrant_HLE,2.299761
Docetaxel_HCC1599,-3.123274
BIBR-1532_OCUM-1,5.873974
Afatinib_LC-1-sq,1.654318
ML323_EVSA-T,3.908258
Pevonedistat_SK-GT-2,2.373593
LGK974_SBC-3,3.412996
Wnt-C59_WM-115,5.380794
Erlotinib_SIMA,3.925224
Ibrutinib_IMR-5,4.370152
Temozolomide_RMG-I,8.092622
AGI-5198_NCI-H2595,5.561422
Irinotecan_SW1710,4.665315
GNE-317_LS-411N,0.223312
MK-1775_OE19,0.835001
LY2109761_LAMA-84,3.265729
EPZ004777_AsPC-1,7.142354
EPZ5676_ZR-75-30,6.146828
Gemcitabine_HSC-39,-4.125168
MG-132_COLO-320-HSR,-0.760863
Linsitinib_23132-87,3.719157
AGI-6780_BL-41,2.591636
GDC0810_KLE,4.661661
MK-8776_RMG-I,5.823349
Sorafenib_NB13,1.758588
Dabrafenib_EBC-1,4.674752
Temozolomide_MKN45,7.025854
AZD8186_TE-4,3.355007
Sepantronium bromide_KLE,-6.563194
CZC24832_NCI-H716,5.770465
PFI3_NCI-H661,5.180703
YK-4-279_MDA-MB-415,1.582244
GNE-317_SIMA,-0.110499
AZD8186_CAL-148,2.152812
Taselisib_OVCAR-5,1.133822
Dinaciclib_GA-10,-3.872666
AZD6738_SK-MM-2,4.676467
OTX015_NOS-1,0.861257
WZ4003_P30-OHK,2.462269
Savolitinib_G-361,1.938211
PFI3_M14,5.736393
Irinotecan_MFH-ino,1.203581
Uprosertib_NB12,2.14369
Ipatasertib_MDA-MB-415,-0.737667
Niraparib_HOP-92,4.241742
NVP-ADW742_NCI-H1703,2.780793
MK-1775_LU-165,2.204379
AZD6738_SK-MG-1,2.597585
Sorafenib_ECC10,1.197344
GNE-317_M14,-0.161839
P22077_SNU-387,6.139091
AZD5582_HEL,4.291496
Cediranib_Detroit562,1.821204
PFI3_NCI-H2052,6.003021
GSK1904529A_FTC-133,3.853763
Temozolomide_OCI-AML3,5.290253
Savolitinib_SW872,4.077637
BMS-345541_WM793B,2.78567
LGK974_SNU-449,5.207302
Doramapimod_HCC38,4.90584
MK-8776_IGR-37,1.33598
GDC0810_KG-1,4.777008
Afuresertib_NCI-H28,3.617943
PRT062607_769-P,3.62932
Palbociclib_CHP-134,1.696801
Obatoclax Mesylate_NCI-H2405,3.33136
Lapatinib_NCI-H1581,2.486398
Docetaxel_FLO-1,-5.781944
Camptothecin_NCI-H650,-2.645933
AZD5582_GAMG,3.431922
PFI3_SW48,5.722365
EPZ004777_NCI-H835,4.53796
Ipatasertib_NCI-H1944,3.670295
Linsitinib_SAS,2.771197
Niraparib_TK,4.294921
Gemcitabine_MS751,3.355767
Nutlin-3a (-)_KP-2,6.141992
CZC24832_HH,4.519962
Gemcitabine_OC-314,-3.6551
Camptothecin_MCF7,-1.12617
Vinblastine_EM-2,-4.303378
5-Fluorouracil_COR-L311,4.732769
Oxaliplatin_CL-40,2.457183
LY2109761_KP-4,4.897591
Oxaliplatin_ES4,3.962631
MK-8776_KINGS-1,3.987395
Dabrafenib_KMS-12-BM,3.330141
AZD6738_NCI-H835,2.77888
Cisplatin_NCI-H196,5.804756
Vinorelbine_NUGC-3,-4.699335
WZ4003_ASH-3,5.365137
Uprosertib_LU-135,3.382744
PFI3_KS-1,4.823493
GSK2606414_HCC1806,2.726845
Telomerase Inhibitor IX_G-401,-0.251984
KRAS (G12C) Inhibitor-12_SNU-C5,3.997605
I-BET-762_GB-1,4.647491
Epirubicin_U-698-M,-1.301548
BMS-345541_NOMO-1,3.099347
Wnt-C59_ACHN,3.807468
Camptothecin_TE-4,-1.503316
OF-1_A673,2.999265
Cyclophosphamide_Daoy,4.962249
Picolinici-acid_639-V,4.785041
Entinostat_JHH-6,1.747924
Entospletinib_KYSE-220,2.199696
AGI-6780_EW-13,4.954474
Vinblastine_KATOIII,-0.70795
Picolinici-acid_EMC-BAC-2,4.987172
Cytarabine_NCI-H1435,3.49729
Cediranib_SK-MEL-24,2.113503
Nilotinib_HSC-39,1.088956
GSK591_AMO-1,1.084104
Crizotinib_LU-65,0.167555
GNE-317_HuP-T3,1.152864
GDC0810_ES1,5.00382
GNE-317_ECC10,1.461209
Alisertib_BxPC-3,1.579726
VE821_NCI-H2066,6.336928
Olaparib_IA-LM,5.996245
Leflunomide_SCC-4,5.239462
Camptothecin_TE-8,-2.570067
Dasatinib_CAL-54,-3.995474
NVP-ADW742_MC-CAR,1.938237
GDC0810_COLO-205,4.700102
MK-2206_BT-474,2.180794
EPZ004777_HLE,5.136823
PLX-4720_UACC-812,4.263361
SCH772984_SK-MEL-24,1.813172
Linsitinib_KATOIII,4.741164
Docetaxel_8-MG-BA,-5.528808
P22077_NCI-H1623,4.912305
MG-132_NCI-H2170,-1.630456
Entinostat_SUP-HD1,1.007084
Vorinostat_CHP-134,0.331788
Entospletinib_LS-411N,3.902751
Sabutoclax_SW48,0.501714
KRAS (G12C) Inhibitor-12_NCI-H2461,4.908142
Cisplatin_KALS-1,3.279239
Trametinib_Caov-4,-3.270726
Picolinici-acid_TK,3.366662
SCH772984_RL95-2,1.78842
Sepantronium bromide_MDA-MB-436,-5.592426
PD173074_HCC1954,4.412764
Irinotecan_OS-RC-2,4.628639
Fulvestrant_SUP-HD1,2.492804
PLX-4720_SW837,4.836768
PD0325901_CHP-134,1.32574
WIKI4_NCCIT,3.928014
AZD8186_ES7,2.300333
Entinostat_HMV-II,2.679205
Gefitinib_MDA-MB-468,1.599095
GSK343_HPAC,4.863566
Olaparib_NCI-H3118,5.269381
Fulvestrant_SNU-449,2.51559
LJI308_MFM-223,5.032209
VE821_HOS,3.398351
Pyridostatin_CGTH-W-1,3.633709
VX-11e_TOV-112D,2.616435
Alpelisib_LK-2,5.146367
GSK1904529A_VAL,3.110681
PRT062607_C-33-A,3.58447
LJI308_GA-10,3.198125
Temozolomide_KM-H2,5.403681
I-BRD9_SNU-175,3.566483
Trametinib_NCI-H520,2.842201
Cyclophosphamide_ML-2,4.290671
Dactolisib_RERF-GC-1B,0.249155
Wee1 Inhibitor_RH-1,0.883559
VE-822_NCI-H727,3.954754
Niraparib_769-P,3.460303
I-BRD9_NCI-H835,1.97916
Navitoclax_NCI-H2009,2.161484
AMG-319_NCI-H1650,5.385548
Picolinici-acid_Daoy,4.883884
Vorinostat_CADO-ES1,0.929489
OTX015_NCI-H526,-2.41018
OTX015_MOLT-16,-0.30991
Vorinostat_LU-65,3.001398
Savolitinib_SNU-C1,3.201558
GDC0810_SCC-3,3.719722
Uprosertib_IST-SL2,-0.332357
WEHI-539_ONS-76,3.690713
Niraparib_LN-18,4.546551
EPZ5676_SK-MEL-5,5.205871
GSK591_DU-4475,3.413417
AZD8055_CAL-51,1.861519
Ibrutinib_AM-38,5.317298
P22077_KURAMOCHI,6.896112
LGK974_NCI-H1876,3.871148
Sapitinib_SCC-3,3.562267
PD173074_OV-56,5.517075
Nutlin-3a (-)_HL-60,3.592409
GNE-317_U-2-OS,1.63259
Cyclophosphamide_FTC-133,5.837082
Lapatinib_RPMI-6666,1.706483
Bortezomib_TYK-nu,-5.290998
KRAS (G12C) Inhibitor-12_RH-41,2.81948
Alisertib_AGS,1.279484
AGI-5198_A498,5.461807
MK-2206_SiHa,3.765352
Palbociclib_EW-3,2.439653
Alpelisib_ONS-76,5.219769
PRIMA-1MET_HuO-3N1,6.638998
P22077_WM35,5.319939
YK-4-279_ETK-1,1.962539
WZ4003_NCI-H3118,2.531507
Pictilisib_SW626,2.535814
WEHI-539_NCI-H2369,5.63913
Irinotecan_RS4-11,0.261042
Pictilisib_KCL-22,1.513421
Savolitinib_NOMO-1,2.551109
PD173074_A204,2.929035
AZ960_MDA-MB-436,4.712389
Gemcitabine_CA46,-2.755974
PRIMA-1MET_MDST8,4.716206
PFI3_SH-4,4.935124
GSK2606414_SNU-1,2.919907
Foretinib_SCC-4,1.430548
PRIMA-1MET_IST-MES1,2.453999
UMI-77_RMG-I,5.168989
Sapitinib_GCT,4.781462
MK-1775_ESO26,0.36436
AZD7762_UACC-893,1.530657
Vorinostat_DMS-53,2.81414
Dasatinib_RL95-2,2.093449
Vorinostat_IGR-1,0.709902
Telomerase Inhibitor IX_Hs-633T,-1.018607
Cisplatin_NCI-H2731,4.304433
AZ960_NCI-H211,0.214846
I-BRD9_A3-KAW,2.084347
GSK2578215A_NCI-H1648,5.486526
AZD8186_A4-Fuk,2.033684
Leflunomide_SHP-77,4.851201
GSK2578215A_OAW-42,4.936901
ML323_HCC1806,4.940292
GSK2606414_HCC-15,4.649273
Cisplatin_TK,2.464717
Taselisib_MCF7,1.254885
Cediranib_SU-DHL-6,1.385393
PD0325901_KYSE-450,2.067415
Tamoxifen_SNU-C1,3.605277
Alpelisib_NCI-H1573,5.758145
Nilotinib_HuCCT1,2.163821
AZ960_T84,1.216945
AZD3759_LoVo,1.290419
Camptothecin_IST-SL2,-4.858818
GSK591_NCI-H1563,5.629359
PLX-4720_786-0,4.706153
Taselisib_SK-PN-DW,1.480252
Sepantronium bromide_HARA,-4.06285
PRT062607_ATN-1,2.967496
LY2109761_COLO-684,5.274357
OF-1_MHH-PREB-1,3.48905
VE821_YAPC,5.779204
IWP-2_RCM-1,4.132397
Nutlin-3a (-)_PA-TU-8902,7.140043
UMI-77_SUP-HD1,2.294294
Afatinib_LB996-RCC,0.350774
Pictilisib_CHP-212,0.757141
Vinblastine_639-V,-4.007594
PRT062607_NCI-H2804,3.556725
Vinorelbine_TOV-112D,-4.403167
PD173074_COLO-684,4.742782
LCL161_KP-3,6.153131
OF-1_HCT-116,3.240258
GDC0810_MSTO-211H,5.666117
AZD4547_KYM-1,2.220614
MN-64_MFE-319,4.583781
AZD5582_NH-12,5.248114
Sepantronium bromide_CAL-148,-4.182132
MK-1775_A3-KAW,-1.603734
LY2109761_COLO-668,4.542646
I-BET-762_OVCAR-4,4.797099
5-Fluorouracil_MKN1,5.05581
Lapatinib_SAT,1.126492
Afuresertib_LB771-HNC,3.073606
Dabrafenib_SU8686,7.199019
Uprosertib_WSU-NHL,-1.390018
Dinaciclib_MOLT-13,-3.872961
Dasatinib_NEC8,2.532988
BMS-345541_MM1S,1.78445
Cytarabine_MM1S,2.720774
Cytarabine_PA-1,0.638218
5-Fluorouracil_RPMI-8226,1.562071
Trametinib_NCI-H2795,-3.309328
GSK2606414_KP-N-YN,3.215132
Crizotinib_NOMO-1,3.121851
Taselisib_RERF-GC-1B,0.745871
VX-11e_OVCAR-3,3.931977
WIKI4_BL-41,2.850906
AZD6738_COR-L279,2.312275
Obatoclax Mesylate_LC-1-sq,3.249837
GSK269962A_HCC1143,4.934319
Afuresertib_CL-40,3.849735
MK-1775_GCIY,1.974227
Obatoclax Mesylate_LOU-NH91,1.442959
LGK974_CAL-33,2.858594
MK-2206_BPH-1,3.320696
Pictilisib_IGR-37,0.774936
KRAS (G12C) Inhibitor-12_KP-2,6.226478
NVP-ADW742_PCI-30,4.216196
UMI-77_EB-3,2.414133
GSK591_Hs-445,5.265067
Cisplatin_H-EMC-SS,3.466652
IWP-2_ESS-1,2.039354
Linsitinib_VMRC-RCZ,6.843659
Cisplatin_IGROV-1,2.071201
Pevonedistat_TUR,-1.732033
Ibrutinib_KYSE-70,6.519335
Wnt-C59_KYSE-50,3.675412
Paclitaxel_HCC1599,-2.993249
Vinorelbine_U-698-M,-6.390589
PRT062607_HCC70,4.974723
Fulvestrant_HC-1,2.318293
Vorinostat_HEC-1,1.790803
CZC24832_IM-9,3.936489
VE821_ME-180,5.704332
Niraparib_PCI-4B,2.721436
Sabutoclax_CAL-54,0.276311
AZD7762_ASH-3,0.992927
EPZ004777_DU-145,5.387452
CZC24832_MSTO-211H,5.92324
Venetoclax_KCL-22,1.774964
Temozolomide_Saos-2,6.294722
AZD7762_SAS,-0.580501
Crizotinib_TE-4,3.452599
LJI308_SIMA,5.032657
GSK2606414_JHH-4,2.542833
BIBR-1532_HT55,4.900991
LGK974_PC-14,4.407966
YK-4-279_MONO-MAC-6,0.30933
PD173074_NCI-H1876,3.971997
Pevonedistat_IA-LM,3.802733
AZD4547_VA-ES-BJ,4.501578
BMS-345541_HSC-3,3.149309
Erlotinib_MS751,2.382252
Nilotinib_HD-MY-Z,6.406183
Lapatinib_BALL-1,1.799881
Paclitaxel_RCC10RGB,1.532328
Vorinostat_SW1783,1.788612
5-Fluorouracil_NCI-H1688,6.271885
Osimertinib_COR-L311,1.858147
Osimertinib_SR,-0.715063
AMG-319_DK-MG,4.547664
MK-1775_COR-L311,0.162297
Docetaxel_HT55,-3.962564
Ibrutinib_SNU-1040,4.229548
EPZ5676_NB12,5.494993
Leflunomide_SNU-407,4.543638
AZD8186_AM-38,5.155015
Gefitinib_SK-MEL-2,2.948016
Sabutoclax_JHH-7,0.955342
GSK2578215A_IM-9,3.990522
GSK343_TE-8,2.567109
Nutlin-3a (-)_EC-GI-10,4.743926
Erlotinib_PC-3,4.270413
Irinotecan_BV-173,-0.274933
Crizotinib_CCK-81,1.449377
GSK591_LS-513,4.326294
Cytarabine_SW48,3.336919
GSK2606414_DU-4475,3.396626
Taselisib_NCI-H358,1.314291
IWP-2_RT4,3.076386
AGI-5198_SUP-B15,4.312262
WZ4003_ACHN,2.866165
LY2109761_HCC1569,5.206696
YK-4-279_HO-1-u-1,2.532882
Venetoclax_TE-8,1.458285
Entinostat_CFPAC-1,2.696681
Olaparib_COR-L32,2.792681
Leflunomide_EB2,4.095075
MK-2206_IGR-1,2.478335
LY2109761_SK-N-DZ,3.467825
Epirubicin_EVSA-T,-0.965968
YK-4-279_NCI-H226,5.788614
Dasatinib_COLO-678,4.721784
NVP-ADW742_OVCAR-8,2.339345
Alpelisib_SU-DHL-5,1.860332
I-BRD9_HSC-4,4.972835
Vinorelbine_Detroit562,-5.407567
Wee1 Inhibitor_ESS-1,0.717648
Entinostat_AM-38,1.34239
Niraparib_HeLa,4.876481
LCL161_SK-HEP-1,5.244874
MK-1775_RPMI-7951,-0.502219
5-Fluorouracil_C-33-A,3.728778
LCL161_SW982,4.70909
Ibrutinib_HCC2998,5.176114
WZ4003_ME-1,4.916202
KRAS (G12C) Inhibitor-12_NCI-H650,3.678303
VE-822_GAMG,4.470914
GSK1904529A_NCI-H2591,6.738921
Pictilisib_786-0,0.994853
Entinostat_SAS,1.421543
MG-132_L-1236,-2.050015
BIBR-1532_CAL-27,5.241861
WEHI-539_SK-N-SH,1.717375
MN-64_KARPAS-422,5.029767
Nutlin-3a (-)_HOP-62,6.378298
ML323_TE-6,4.485852
Ibrutinib_PCI-4B,0.85418
AZ960_WSU-NHL,0.052323
Wnt-C59_SNU-81,3.510701
Afuresertib_KINGS-1,3.043372
Venetoclax_CA46,2.362968
MK-8776_RS4-11,1.689286
IWP-2_CAL-72,3.343498
Nilotinib_GP5d,3.140274
Alpelisib_JHU-022,2.86069
Leflunomide_HCC1569,5.129045
Ipatasertib_CS1,3.473375
NVP-ADW742_NCI-H2731,1.429605
PD173074_SW626,5.79671
Fulvestrant_CCK-81,2.015899
Wnt-C59_NCI-H2135,7.997893
AZ960_SW1417,4.00389
Foretinib_NCI-N87,2.131354
NVP-ADW742_DEL,1.563285
Pevonedistat_KM-H2,1.075813
Afatinib_TE-5,2.023821
Olaparib_UACC-257,5.281551
IWP-2_CL-11,4.353022
Dabrafenib_SAS,3.441631
Cisplatin_PA-1,1.286299
Cytarabine_PANC-02-03,2.099231
PFI3_OCI-AML3,3.951837
GSK591_JURL-MK1,2.996976
GSK2606414_SK-N-AS,5.678388
Dactolisib_VM-CUB-1,-2.429717
Sabutoclax_EFM-19,0.481536
Taselisib_L-363,0.579554
SCH772984_RCM-1,0.468473
AZD8186_WM278,4.151879
Camptothecin_EMC-BAC-2,-2.75555
CZC24832_Hep3B2-1-7,3.986061
AMG-319_CFPAC-1,4.872026
Olaparib_COLO-792,4.405804
MIRA-1_ATN-1,4.296314
Erlotinib_RCC10RGB,0.880165
YK-4-279_GP5d,0.698812
LJI308_HSC-2,4.72317
Gemcitabine_L-428,-5.112896
Afatinib_KYAE-1,-1.445123
AGI-5198_WM793B,5.170681
NVP-ADW742_CAPAN-1,3.525692
PLX-4720_MHH-PREB-1,4.510386
Telomerase Inhibitor IX_RERF-LC-KJ,1.68162
Sabutoclax_KURAMOCHI,1.281331
Sapitinib_HA7-RCC,5.052696
Ibrutinib_NCI-H2818,6.162456
Dabrafenib_ES1,3.998693
AZD5582_RT-112,1.749628
GDC0810_NCI-N87,4.447008
Olaparib_NCI-H2141,2.911553
NVP-ADW742_GDM-1,-0.612345
Olaparib_HT-1376,4.849354
MK-2206_DG-75,2.353148
Uprosertib_SW626,3.765796
Sepantronium bromide_A549,-5.535579
GSK1904529A_OC-314,4.391697
GSK1904529A_ACHN,4.498339
Dinaciclib_MDA-MB-468,-4.27875
GNE-317_NCI-H526,2.61719
Pevonedistat_FU-OV-1,3.92773
BIBR-1532_DG-75,4.342533
GSK2606414_CL-34,5.404244
Foretinib_NCI-H661,2.211373
CZC24832_HuO9,3.643743
Vinorelbine_D-283MED,-3.368418
ML323_SW948,5.338607
Vorinostat_MES-SA,1.832455
YK-4-279_SLVL,0.79263
PLX-4720_EFM-192A,6.118688
MN-64_MDST8,5.162487
Crizotinib_CML-T1,-1.377982
MN-64_NCI-H1694,5.241999
PD173074_ASH-3,4.16269
Cediranib_KYSE-520,1.685172
MK-1775_SNG-M,0.275344
Pyridostatin_BT-20,3.909179
Cytarabine_LOXIMVI,0.127862
SCH772984_U-266,0.980999
Pevonedistat_JHH-6,0.943466
GDC0810_CaR-1,4.791215
Taselisib_NCI-H2452,3.370175
OF-1_TK,3.963501
Daporinad_SBC-3,-7.096476
PLX-4720_JiyoyeP-2003,4.383167
Docetaxel_NCI-H1915,-2.521
OTX015_LC4-1,0.693305
AGI-6780_NCI-N87,4.641167
I-BRD9_MDA-MB-468,3.692782
Pictilisib_HCC-15,3.121714
Alisertib_SNU-1040,1.768448
LGK974_SW684,6.001832
Entinostat_NCI-H2023,3.082866
Erlotinib_L-428,0.723488
AZD5582_KYSE-450,1.906257
Obatoclax Mesylate_ONS-76,1.958031
Entospletinib_JVM-3,0.306156
Afatinib_SW1710,2.43623
Oxaliplatin_COLO-680N,5.058589
Venetoclax_K-562,2.346322
Taselisib_P32-ISH,0.944753
Entinostat_D-392MG,4.374759
Oxaliplatin_SAS,2.823155
AGI-5198_MS-1,3.247076
YK-4-279_COR-L311,2.487804
OF-1_HT-1080,2.278161
YK-4-279_KMOE-2,1.863526
Venetoclax_LU-99A,2.93338
Cediranib_CESS,2.092305
Cisplatin_COLO-829,6.154472
Oxaliplatin_HPAF-II,4.472654
Nutlin-3a (-)_ALL-SIL,4.050049
5-Fluorouracil_HT55,3.391703
ABT737_HCC-44,4.33411
VE-822_LS-180,5.071509
Ruxolitinib_HD-MY-Z,6.179503
Leflunomide_LP-1,4.343401
AZD8186_IM-95,2.522816
Cytarabine_KP-4,1.382745
Nutlin-3a (-)_EW-13,5.671127
GSK2606414_DND-41,3.061902
Nilotinib_TGW,3.826374
Uprosertib_LU-65,1.448586
MN-64_NCI-H1092,5.716478
Sorafenib_NB10,3.503136
Camptothecin_KYSE-520,2.169185
Entospletinib_U-2-OS,3.477122
AMG-319_LB996-RCC,4.776209
Sorafenib_OAW-42,3.119887
Sepantronium bromide_PFSK-1,-4.278141
YK-4-279_MFE-319,1.72379
Pyridostatin_NCI-H524,2.386863
Camptothecin_HOP-62,-2.544042
GDC0810_L-428,4.517216
Camptothecin_786-0,-3.494502
WEHI-539_PANC-02-03,3.442137
