Cell line Name,Model ID, COSMIC ID, TCGA Classfication, Tissue,Tissue sub-type, Datasets, number of drugs
"MC-IXC","SIDM01246","908118","NB","nervous_system","neuroblastoma","GDSC2","179"
"MC116","SIDM00637","907799","DLBC","blood","B_cell_lymphoma","GDSC1","376"
"MC116","SIDM00637","907799","DLBC","blood","B_cell_lymphoma","GDSC2","174"
"MCF7","SIDM00148","905946","BRCA","breast","breast","GDSC1","345"
"MCF7","SIDM00148","905946","BRCA","breast","breast","GDSC2","285"
"MDA-MB-157","SIDM00529","925338","BRCA","breast","breast","GDSC1","347"
"MDA-MB-157","SIDM00529","925338","BRCA","breast","breast","GDSC2","286"
"MDA-MB-175-VII","SIDM00633","908120","BRCA","breast","breast","GDSC1","352"
"MDA-MB-175-VII","SIDM00633","908120","BRCA","breast","breast","GDSC2","176"
"MDA-MB-231","SIDM00146","905960","BRCA","breast","breast","GDSC1","346"
"MDA-MB-231","SIDM00146","905960","BRCA","breast","breast","GDSC2","286"
"MDA-MB-330","SIDM00631","1330941","BRCA","breast","breast","GDSC1","328"
"MDA-MB-330","SIDM00631","1330941","BRCA","breast","breast","GDSC2","258"
"MDA-MB-361","SIDM00528","908121","BRCA","breast","breast","GDSC1","345"
"MDA-MB-361","SIDM00528","908121","BRCA","breast","breast","GDSC2","285"
"MDA-MB-415","SIDM00630","924240","BRCA","breast","breast","GDSC1","337"
"MDA-MB-415","SIDM00630","924240","BRCA","breast","breast","GDSC2","283"
"MDA-MB-436","SIDM00629","1240172","BRCA","breast","breast","GDSC1","342"
"MDA-MB-436","SIDM00629","1240172","BRCA","breast","breast","GDSC2","286"
"MDA-MB-453","SIDM00272","908122","BRCA","breast","breast","GDSC1","346"
"MDA-MB-453","SIDM00272","908122","BRCA","breast","breast","GDSC2","286"
"MDA-MB-468","SIDM00628","908123","BRCA","breast","breast","GDSC1","350"
"MDA-MB-468","SIDM00628","908123","BRCA","breast","breast","GDSC2","285"
"MDST8","SIDM00527","1240173","COREAD","digestive_system","large_intestine","GDSC1","383"
"MDST8","SIDM00527","1240173","COREAD","digestive_system","large_intestine","GDSC2","272"
"ME-1","SIDM00338","1330942","LAML","blood","acute_myeloid_leukaemia","GDSC1","388"
"ME-1","SIDM00338","1330942","LAML","blood","acute_myeloid_leukaemia","GDSC2","281"
"ME-180","SIDM00627","687514","CESC","urogenital_system","cervix","GDSC1","347"
"ME-180","SIDM00627","687514","CESC","urogenital_system","cervix","GDSC2","281"
"MEG-01","SIDM00526","908126","LCML","blood","chronic_myeloid_leukaemia","GDSC1","382"
"MEG-01","SIDM00526","908126","LCML","blood","chronic_myeloid_leukaemia","GDSC2","282"
"MEL-HO","SIDM00337","908124","SKCM","skin","melanoma","GDSC1","342"
"MEL-HO","SIDM00337","908124","SKCM","skin","melanoma","GDSC2","180"
"MEL-JUSO","SIDM00336","908125","SKCM","skin","melanoma","GDSC1","346"
"MEL-JUSO","SIDM00336","908125","SKCM","skin","melanoma","GDSC2","281"
"MES-SA","SIDM00625","908127","UNCLASSIFIED","urogenital_system","uterus","GDSC1","351"
"MES-SA","SIDM00625","908127","UNCLASSIFIED","urogenital_system","uterus","GDSC2","279"
"MFE-280","SIDM00335","908129","UCEC","urogenital_system","endometrium","GDSC1","341"
"MFE-280","SIDM00335","908129","UCEC","urogenital_system","endometrium","GDSC2","282"
"MFE-296","SIDM00334","908130","UCEC","urogenital_system","endometrium","GDSC1","353"
"MFE-296","SIDM00334","908130","UCEC","urogenital_system","endometrium","GDSC2","281"
"MFE-319","SIDM00333","1240174","UCEC","urogenital_system","endometrium","GDSC1","350"
"MFE-319","SIDM00333","1240174","UCEC","urogenital_system","endometrium","GDSC2","281"
"MFH-ino","SIDM00299","925343","UNCLASSIFIED","soft_tissue","soft_tissue_other","GDSC1","386"
"MFH-ino","SIDM00299","925343","UNCLASSIFIED","soft_tissue","soft_tissue_other","GDSC2","170"
"MFM-223","SIDM00332","910948","BRCA","breast","breast","GDSC1","401"
"MFM-223","SIDM00332","910948","BRCA","breast","breast","GDSC2","286"
"MG-63","SIDM00525","908131","UNCLASSIFIED","bone","osteosarcoma","GDSC1","313"
"MG-63","SIDM00525","908131","UNCLASSIFIED","bone","osteosarcoma","GDSC2","282"
"MHH-CALL-2","SIDM00331","908132","UNCLASSIFIED","blood","B_cell_leukemia","GDSC1","169"
"MHH-CALL-2","SIDM00331","908132","UNCLASSIFIED","blood","B_cell_leukemia","GDSC2","252"
"MHH-CALL-4","SIDM00376","908133","","blood","B_cell_leukemia","GDSC2","179"
"MHH-ES-1","SIDM00386","908134","UNCLASSIFIED","bone","ewings_sarcoma","GDSC1","361"
"MHH-ES-1","SIDM00386","908134","UNCLASSIFIED","bone","ewings_sarcoma","GDSC2","296"
"MHH-NB-11","SIDM00387","908135","NB","nervous_system","neuroblastoma","GDSC1","263"
"MHH-NB-11","SIDM00387","908135","NB","nervous_system","neuroblastoma","GDSC2","180"
"MHH-PREB-1","SIDM00388","908136","UNCLASSIFIED","blood","B_cell_leukemia","GDSC1","385"
"MHH-PREB-1","SIDM00388","908136","UNCLASSIFIED","blood","B_cell_leukemia","GDSC2","281"
"MIA-PaCa-2","SIDM00505","724870","PAAD","pancreas","pancreas","GDSC1","305"
"MIA-PaCa-2","SIDM00505","724870","PAAD","pancreas","pancreas","GDSC2","282"
"MKN1","SIDM00271","908138","UNCLASSIFIED","digestive_system","stomach","GDSC1","333"
"MKN1","SIDM00271","908138","UNCLASSIFIED","digestive_system","stomach","GDSC2","270"
"MKN28","SIDM00260","908139","STAD","digestive_system","stomach","GDSC1","313"
"MKN28","SIDM00260","908139","STAD","digestive_system","stomach","GDSC2","282"
"MKN45","SIDM00247","925340","STAD","digestive_system","stomach","GDSC1","337"
"MKN45","SIDM00247","925340","STAD","digestive_system","stomach","GDSC2","282"
"MKN7","SIDM00560","924250","STAD","digestive_system","stomach","GDSC1","353"
"MKN7","SIDM00560","924250","STAD","digestive_system","stomach","GDSC2","191"
"ML-1","SIDM00442","1240178","THCA","thyroid","thyroid","GDSC1","317"
"ML-1","SIDM00442","1240178","THCA","thyroid","thyroid","GDSC2","180"
"ML-2","SIDM00441","908141","LAML","blood","acute_myeloid_leukaemia","GDSC1","386"
"ML-2","SIDM00441","908141","LAML","blood","acute_myeloid_leukaemia","GDSC2","282"
"MLMA","SIDM00561","908142","UNCLASSIFIED","blood","hairy_cell_leukaemia","GDSC1","392"
"MLMA","SIDM00561","908142","UNCLASSIFIED","blood","hairy_cell_leukaemia","GDSC2","281"
"MM1S","SIDM01265","1659818","MM","blood","myeloma","GDSC1","70"
"MM1S","SIDM01265","1659818","MM","blood","myeloma","GDSC2","279"
"MMAc-SF","SIDM01242","925339","SKCM","skin","melanoma","GDSC1","385"
"MMAc-SF","SIDM01242","925339","SKCM","skin","melanoma","GDSC2","180"
"MN-60","SIDM00438","908143","UNCLASSIFIED","blood","B_cell_leukemia","GDSC1","394"
"MN-60","SIDM00438","908143","UNCLASSIFIED","blood","B_cell_leukemia","GDSC2","281"
"MOG-G-CCM","SIDM00532","908144","LGG","nervous_system","glioma","GDSC1","351"
"MOG-G-CCM","SIDM00532","908144","LGG","nervous_system","glioma","GDSC2","170"
"MOG-G-UVW","SIDM00504","908145","LGG","nervous_system","glioma","GDSC1","347"
"MOG-G-UVW","SIDM00504","908145","LGG","nervous_system","glioma","GDSC2","169"
"MOLM-13","SIDM00437","1330947","LAML","blood","acute_myeloid_leukaemia","GDSC1","383"
"MOLM-13","SIDM00437","1330947","LAML","blood","acute_myeloid_leukaemia","GDSC2","280"
"MOLM-16","SIDM00435","1330948","LAML","blood","acute_myeloid_leukaemia","GDSC1","168"
"MOLM-16","SIDM00435","1330948","LAML","blood","acute_myeloid_leukaemia","GDSC2","179"
"MOLP-8","SIDM00434","1330950","MM","blood","myeloma","GDSC1","384"
"MOLP-8","SIDM00434","1330950","MM","blood","myeloma","GDSC2","281"
"MOLT-13","SIDM00433","908146","ALL","blood","lymphoblastic_T_cell_leukaemia","GDSC1","314"
"MOLT-13","SIDM00433","908146","ALL","blood","lymphoblastic_T_cell_leukaemia","GDSC2","280"
"MOLT-16","SIDM00431","908147","ALL","blood","lymphoblastic_T_cell_leukaemia","GDSC1","384"
"MOLT-16","SIDM00431","908147","ALL","blood","lymphoblastic_T_cell_leukaemia","GDSC2","281"
"MOLT-4","SIDM00145","905958","ALL","blood","lymphoblastic_leukemia","GDSC1","386"
"MOLT-4","SIDM00145","905958","ALL","blood","lymphoblastic_leukemia","GDSC2","281"
"MONO-MAC-6","SIDM01023","908148","LAML","blood","acute_myeloid_leukaemia","GDSC1","388"
"MONO-MAC-6","SIDM01023","908148","LAML","blood","acute_myeloid_leukaemia","GDSC2","170"
"MPP-89","SIDM00222","908150","MESO","lung","mesothelioma","GDSC1","386"
"MPP-89","SIDM00222","908150","MESO","lung","mesothelioma","GDSC2","282"
"MRK-nu-1","SIDM00562","908151","BRCA","breast","breast","GDSC1","383"
"MRK-nu-1","SIDM00562","908151","BRCA","breast","breast","GDSC2","284"
"MS-1","SIDM00245","753594","SCLC","lung","lung_small_cell_carcinoma","GDSC1","387"
"MS-1","SIDM00245","753594","SCLC","lung","lung_small_cell_carcinoma","GDSC2","281"
"MS751","SIDM00638","1240179","CESC","urogenital_system","cervix","GDSC1","342"
"MS751","SIDM00638","1240179","CESC","urogenital_system","cervix","GDSC2","281"
"MSTO-211H","SIDM00640","908152","MESO","lung","mesothelioma","GDSC1","366"
"MSTO-211H","SIDM00640","908152","MESO","lung","mesothelioma","GDSC2","281"
"MV-4-11","SIDM00657","908156","UNCLASSIFIED","blood","leukemia","GDSC1","384"
"MV-4-11","SIDM00657","908156","UNCLASSIFIED","blood","leukemia","GDSC2","189"
"MY-M12","SIDM01217","1330960","ALL","blood","leukemia","GDSC1","283"
"MY-M12","SIDM01217","1330960","ALL","blood","leukemia","GDSC2","179"
"MZ1-PC","SIDM00053","753595","PAAD","pancreas","pancreas","GDSC1","395"
"MZ1-PC","SIDM00053","753595","PAAD","pancreas","pancreas","GDSC2","181"
"MZ2-MEL","SIDM00179","971777","SKCM","skin","melanoma","GDSC1","390"
"MZ2-MEL","SIDM00179","971777","SKCM","skin","melanoma","GDSC2","180"
"MZ7-mel","SIDM00516","753596","SKCM","skin","melanoma","GDSC1","385"
"MZ7-mel","SIDM00516","753596","SKCM","skin","melanoma","GDSC2","180"
"Mewo","SIDM00545","908128","SKCM","skin","melanoma","GDSC1","344"
"Mewo","SIDM00545","908128","SKCM","skin","melanoma","GDSC2","170"
"Mo-T","SIDM00623","908149","UNCLASSIFIED","blood","hairy_cell_leukaemia","GDSC1","393"
"Mo-T","SIDM00623","908149","UNCLASSIFIED","blood","hairy_cell_leukaemia","GDSC2","282"
"NALM-6","SIDM00429","908158","UNCLASSIFIED","blood","B_cell_leukemia","GDSC1","390"
"NALM-6","SIDM00429","908158","UNCLASSIFIED","blood","B_cell_leukemia","GDSC2","282"
"NAMALWA","SIDM00641","908159","UNCLASSIFIED","blood","Burkitt_lymphoma","GDSC1","343"
"NAMALWA","SIDM00641","908159","UNCLASSIFIED","blood","Burkitt_lymphoma","GDSC2","281"
"NB(TU)1-10","SIDM00579","1240181","NB","nervous_system","neuroblastoma","GDSC1","394"
"NB(TU)1-10","SIDM00579","1240181","NB","nervous_system","neuroblastoma","GDSC2","270"
"NB1","SIDM00578","949179","NB","nervous_system","neuroblastoma","GDSC1","377"
"NB1","SIDM00578","949179","NB","nervous_system","neuroblastoma","GDSC2","154"
"NB10","SIDM00259","949171","NB","nervous_system","neuroblastoma","GDSC1","392"
"NB10","SIDM00259","949171","NB","nervous_system","neuroblastoma","GDSC2","282"
"NB12","SIDM00258","949172","NB","nervous_system","neuroblastoma","GDSC1","359"
"NB12","SIDM00258","949172","NB","nervous_system","neuroblastoma","GDSC2","159"
"NB13","SIDM00257","949177","NB","nervous_system","neuroblastoma","GDSC1","392"
"NB13","SIDM00257","949177","NB","nervous_system","neuroblastoma","GDSC2","269"
"NB14","SIDM00256","949178","NB","nervous_system","neuroblastoma","GDSC1","379"
"NB14","SIDM00256","949178","NB","nervous_system","neuroblastoma","GDSC2","280"
"NB17","SIDM00255","949175","NB","nervous_system","neuroblastoma","GDSC1","314"
"NB17","SIDM00255","949175","NB","nervous_system","neuroblastoma","GDSC2","178"
"NB4","SIDM00428","1323913","LAML","blood","acute_myeloid_leukaemia","GDSC1","394"
"NB4","SIDM00428","1323913","LAML","blood","acute_myeloid_leukaemia","GDSC2","180"
"NB5","SIDM00254","949176","NB","nervous_system","neuroblastoma","GDSC1","392"
"NB5","SIDM00254","949176","NB","nervous_system","neuroblastoma","GDSC2","180"
"NB6","SIDM00253","949173","NB","nervous_system","neuroblastoma","GDSC1","366"
"NB6","SIDM00253","949173","NB","nervous_system","neuroblastoma","GDSC2","178"
"NB69","SIDM00244","908440","NB","nervous_system","neuroblastoma","GDSC1","350"
"NB69","SIDM00244","908440","NB","nervous_system","neuroblastoma","GDSC2","282"
"NB7","SIDM00156","949174","NB","nervous_system","neuroblastoma","GDSC1","390"
"NB7","SIDM00156","949174","NB","nervous_system","neuroblastoma","GDSC2","282"
"NCC010","SIDM00231","1509073","KIRC","kidney","kidney","GDSC1","174"
"NCC010","SIDM00231","1509073","KIRC","kidney","kidney","GDSC2","257"
"NCC021","SIDM00232","1509074","KIRC","kidney","kidney","GDSC1","304"
"NCC021","SIDM00232","1509074","KIRC","kidney","kidney","GDSC2","180"
"NCCIT","SIDM00655","908441","","urogenital_system","testis","GDSC1","219"
"NCCIT","SIDM00655","908441","","urogenital_system","testis","GDSC2","170"
"NCI-H1048","SIDM00654","687995","SCLC","lung","lung_small_cell_carcinoma","GDSC1","345"
"NCI-H1048","SIDM00654","687995","SCLC","lung","lung_small_cell_carcinoma","GDSC2","281"
"NCI-H1092","SIDM00653","687997","SCLC","lung","lung_small_cell_carcinoma","GDSC1","387"
"NCI-H1092","SIDM00653","687997","SCLC","lung","lung_small_cell_carcinoma","GDSC2","281"
"NCI-H1105","SIDM00652","908468","SCLC","lung","lung_small_cell_carcinoma","GDSC1","206"
"NCI-H1105","SIDM00652","908468","SCLC","lung","lung_small_cell_carcinoma","GDSC2","179"
"NCI-H1155","SIDM00651","908467","UNCLASSIFIED","lung","lung_NSCLC_large_cell","GDSC1","394"
"NCI-H1155","SIDM00651","908467","UNCLASSIFIED","lung","lung_NSCLC_large_cell","GDSC2","280"
"NCI-H128","SIDM00650","753597","SCLC","lung","lung_small_cell_carcinoma","GDSC1","41"
"NCI-H1299","SIDM00649","724831","UNCLASSIFIED","lung","lung_NSCLC_large_cell","GDSC1","361"
"NCI-H1299","SIDM00649","724831","UNCLASSIFIED","lung","lung_NSCLC_large_cell","GDSC2","282"
"NCI-H1304","SIDM00648","753599","SCLC","lung","lung_small_cell_carcinoma","GDSC1","395"
"NCI-H1341","SIDM00646","1330964","SCLC","lung","lung_small_cell_carcinoma","GDSC1","217"
"NCI-H1341","SIDM00646","1330964","SCLC","lung","lung_small_cell_carcinoma","GDSC2","169"
"NCI-H1355","SIDM00645","724866","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC1","394"
"NCI-H1355","SIDM00645","724866","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","282"
"NCI-H1435","SIDM00658","1298347","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC1","346"
"NCI-H1435","SIDM00658","1298347","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","280"
"NCI-H1436","SIDM00697","908469","SCLC","lung","lung_small_cell_carcinoma","GDSC1","394"
"NCI-H1436","SIDM00697","908469","SCLC","lung","lung_small_cell_carcinoma","GDSC2","179"
"NCI-H1437","SIDM00734","687794","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC1","340"
"NCI-H1437","SIDM00734","687794","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","180"
"NCI-H146","SIDM00698","910899","SCLC","lung","lung_small_cell_carcinoma","GDSC1","221"
"NCI-H146","SIDM00698","910899","SCLC","lung","lung_small_cell_carcinoma","GDSC2","180"
"NCI-H1563","SIDM00751","753600","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC1","354"
"NCI-H1563","SIDM00751","753600","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","281"
"NCI-H1568","SIDM00750","1298348","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC1","354"
"NCI-H1568","SIDM00750","1298348","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","280"
"NCI-H1573","SIDM00749","908472","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC1","346"
"NCI-H1573","SIDM00749","908472","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","169"
"NCI-H1581","SIDM00748","908471","UNCLASSIFIED","lung","lung_NSCLC_large_cell","GDSC1","388"
"NCI-H1581","SIDM00748","908471","UNCLASSIFIED","lung","lung_NSCLC_large_cell","GDSC2","282"
"NCI-H1623","SIDM00747","687798","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC1","354"
"NCI-H1623","SIDM00747","687798","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","281"
"NCI-H1648","SIDM00746","687799","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC1","398"
"NCI-H1648","SIDM00746","687799","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","169"
"NCI-H1650","SIDM00745","687800","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC1","358"
"NCI-H1650","SIDM00745","687800","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","281"
"NCI-H1651","SIDM00744","910900","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC1","354"
"NCI-H1651","SIDM00744","910900","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","282"
"NCI-H1666","SIDM00743","908473","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC1","384"
"NCI-H1666","SIDM00743","908473","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","282"
"NCI-H1688","SIDM00792","1298349","SCLC","lung","lung_small_cell_carcinoma","GDSC1","347"
"NCI-H1688","SIDM00792","1298349","SCLC","lung","lung_small_cell_carcinoma","GDSC2","169"
"NCI-H1693","SIDM00742","687802","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC1","269"
"NCI-H1693","SIDM00742","687802","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","281"
"NCI-H1694","SIDM00741","688006","SCLC","lung","lung_small_cell_carcinoma","GDSC1","394"
"NCI-H1694","SIDM00741","688006","SCLC","lung","lung_small_cell_carcinoma","GDSC2","257"
"NCI-H1703","SIDM00740","908474","UNCLASSIFIED","lung","lung_NSCLC_adenocarcinoma","GDSC1","346"
"NCI-H1703","SIDM00740","908474","UNCLASSIFIED","lung","lung_NSCLC_adenocarcinoma","GDSC2","170"
"NCI-H1734","SIDM00739","722058","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC1","223"
"NCI-H1734","SIDM00739","722058","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","179"
"NCI-H1755","SIDM00738","908475","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC1","353"
"NCI-H1755","SIDM00738","908475","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","282"
"NCI-H1770","SIDM00737","687804","UNCLASSIFIED","lung","lung_NSCLC_not_specified","GDSC1","392"
"NCI-H1770","SIDM00737","687804","UNCLASSIFIED","lung","lung_NSCLC_not_specified","GDSC2","180"
"NCI-H1781","SIDM00754","1298350","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC1","350"
"NCI-H1781","SIDM00754","1298350","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","281"
"NCI-H1792","SIDM00771","724868","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC1","352"
"NCI-H1792","SIDM00771","724868","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","282"
"NCI-H1793","SIDM00755","908463","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC1","345"
"NCI-H1793","SIDM00755","908463","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","281"
"NCI-H1836","SIDM00770","1240182","SCLC","lung","lung_small_cell_carcinoma","GDSC1","388"
"NCI-H1836","SIDM00770","1240182","SCLC","lung","lung_small_cell_carcinoma","GDSC2","180"
"NCI-H1838","SIDM00769","687807","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC1","385"
"NCI-H1838","SIDM00769","687807","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","169"
"NCI-H1869","SIDM00768","1240183","LUSC","lung","lung_NSCLC_squamous_cell_carcinoma","GDSC1","388"
"NCI-H1869","SIDM00768","1240183","LUSC","lung","lung_NSCLC_squamous_cell_carcinoma","GDSC2","240"
"NCI-H187","SIDM00767","688007","SCLC","lung","lung_small_cell_carcinoma","GDSC1","387"
"NCI-H1876","SIDM00766","1330972","SCLC","lung","lung_small_cell_carcinoma","GDSC1","392"
"NCI-H1876","SIDM00766","1330972","SCLC","lung","lung_small_cell_carcinoma","GDSC2","280"
"NCI-H1915","SIDM00763","1240184","UNCLASSIFIED","lung","lung_NSCLC_large_cell","GDSC1","353"
"NCI-H1915","SIDM00763","1240184","UNCLASSIFIED","lung","lung_NSCLC_large_cell","GDSC2","281"
"NCI-H1944","SIDM00762","1240185","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC1","351"
"NCI-H1944","SIDM00762","1240185","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","281"
"NCI-H196","SIDM00761","1240186","SCLC","lung","lung_small_cell_carcinoma","GDSC1","350"
"NCI-H196","SIDM00761","1240186","SCLC","lung","lung_small_cell_carcinoma","GDSC2","281"
"NCI-H1963","SIDM00760","688010","SCLC","lung","lung_small_cell_carcinoma","GDSC1","170"
"NCI-H1963","SIDM00760","688010","SCLC","lung","lung_small_cell_carcinoma","GDSC2","257"
"NCI-H1975","SIDM00759","924244","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC1","393"
"NCI-H1975","SIDM00759","924244","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","280"
"NCI-H1993","SIDM00758","908476","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC1","353"
"NCI-H1993","SIDM00758","908476","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","282"
"NCI-H2009","SIDM00756","724873","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC1","346"
"NCI-H2009","SIDM00756","724873","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","169"
"NCI-H2023","SIDM00753","1240187","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC1","342"
"NCI-H2023","SIDM00753","1240187","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","282"
"NCI-H2029","SIDM00735","688011","SCLC","lung","lung_small_cell_carcinoma","GDSC1","347"
"NCI-H2029","SIDM00735","688011","SCLC","lung","lung_small_cell_carcinoma","GDSC2","262"
"NCI-H2030","SIDM00715","722045","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC1","342"
"NCI-H2030","SIDM00715","722045","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","180"
"NCI-H2052","SIDM00713","688058","MESO","lung","mesothelioma","GDSC1","245"
"NCI-H2052","SIDM00713","688058","MESO","lung","mesothelioma","GDSC2","281"
"NCI-H2066","SIDM00711","1330973","SCLC","lung","lung_small_cell_carcinoma","GDSC1","222"
"NCI-H2066","SIDM00711","1330973","SCLC","lung","lung_small_cell_carcinoma","GDSC2","170"
"NCI-H2081","SIDM00710","908480","SCLC","lung","lung_small_cell_carcinoma","GDSC1","386"
"NCI-H2081","SIDM00710","908480","SCLC","lung","lung_small_cell_carcinoma","GDSC2","180"
"NCI-H2085","SIDM00709","687812","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC1","323"
"NCI-H2085","SIDM00709","687812","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","282"
"NCI-H2087","SIDM00708","724834","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC1","352"
"NCI-H2087","SIDM00708","724834","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","282"
"NCI-H209","SIDM00706","688013","SCLC","lung","lung_small_cell_carcinoma","GDSC1","384"
"NCI-H209","SIDM00706","688013","SCLC","lung","lung_small_cell_carcinoma","GDSC2","279"
"NCI-H211","SIDM00704","1240189","SCLC","lung","lung_small_cell_carcinoma","GDSC1","387"
"NCI-H211","SIDM00704","1240189","SCLC","lung","lung_small_cell_carcinoma","GDSC2","270"
"NCI-H2110","SIDM00703","1298351","UNCLASSIFIED","lung","lung_NSCLC_not_specified","GDSC1","352"
"NCI-H2110","SIDM00703","1298351","UNCLASSIFIED","lung","lung_NSCLC_not_specified","GDSC2","180"
"NCI-H2122","SIDM00702","722046","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC1","348"
"NCI-H2122","SIDM00702","722046","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","281"
"NCI-H2135","SIDM00700","1298352","UNCLASSIFIED","lung","lung_NSCLC_not_specified","GDSC1","387"
"NCI-H2135","SIDM00700","1298352","UNCLASSIFIED","lung","lung_NSCLC_not_specified","GDSC2","257"
"NCI-H2141","SIDM00699","688014","SCLC","lung","lung_small_cell_carcinoma","GDSC1","395"
"NCI-H2141","SIDM00699","688014","SCLC","lung","lung_small_cell_carcinoma","GDSC2","281"
"NCI-H2170","SIDM00716","687815","LUSC","lung","lung_NSCLC_squamous_cell_carcinoma","GDSC1","345"
"NCI-H2170","SIDM00716","687815","LUSC","lung","lung_NSCLC_squamous_cell_carcinoma","GDSC2","278"
"NCI-H2171","SIDM00733","688015","SCLC","lung","lung_small_cell_carcinoma","GDSC1","218"
"NCI-H2171","SIDM00733","688015","SCLC","lung","lung_small_cell_carcinoma","GDSC2","178"
"NCI-H2172","SIDM00926","1298353","UNCLASSIFIED","lung","lung_NSCLC_not_specified","GDSC1","343"
"NCI-H2172","SIDM00926","1298353","UNCLASSIFIED","lung","lung_NSCLC_not_specified","GDSC2","180"
"NCI-H2196","SIDM00731","908481","SCLC","lung","lung_small_cell_carcinoma","GDSC1","216"
"NCI-H2196","SIDM00731","908481","SCLC","lung","lung_small_cell_carcinoma","GDSC2","180"
"NCI-H2227","SIDM00730","688018","SCLC","lung","lung_small_cell_carcinoma","GDSC1","310"
"NCI-H2227","SIDM00730","688018","SCLC","lung","lung_small_cell_carcinoma","GDSC2","255"
"NCI-H2228","SIDM00729","687816","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC1","318"
"NCI-H2228","SIDM00729","687816","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","281"
"NCI-H226","SIDM00139","905941","LUSC","lung","lung_NSCLC_squamous_cell_carcinoma","GDSC1","394"
"NCI-H226","SIDM00139","905941","LUSC","lung","lung_NSCLC_squamous_cell_carcinoma","GDSC2","282"
"NCI-H2291","SIDM00728","724874","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC1","353"
"NCI-H2291","SIDM00728","724874","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","180"
"NCI-H23","SIDM00138","905942","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC1","388"
"NCI-H23","SIDM00138","905942","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","281"
"NCI-H2342","SIDM00727","687819","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC1","341"
"NCI-H2342","SIDM00727","687819","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","169"
"NCI-H2347","SIDM00726","687820","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC1","354"
