,Drug_ID,Cell Line_ID,Y
85812,BIBR-1532,NCI-H2818,5.553455
85813,BIBR-1532,HCC1428,6.624385
85814,BIBR-1532,HCC-78,6.171974
85815,BIBR-1532,HDQ-P1,5.037677
85816,BIBR-1532,ALL-SIL,4.545819
85817,BIBR-1532,AMO-1,4.591119
85818,BIBR-1532,DND-41,4.025385
85819,BIBR-1532,EJM,4.012797
85820,BIBR-1532,HeLa,4.098516
85821,BIBR-1532,HPAC,6.114455
85822,BIBR-1532,Hs-766T,6.649535
85823,BIBR-1532,huH-1,6.089182
85824,BIBR-1532,JHH-1,4.751889
85825,BIBR-1532,JIMT-1,4.230709
85826,BIBR-1532,KMRC-1,5.801272
85827,BIBR-1532,KMRC-20,5.654776
85828,BIBR-1532,KP-1N,4.781768
85829,BIBR-1532,KP-2,4.982761
85830,BIBR-1532,KP-3,5.134729
85831,BIBR-1532,KYSE-50,3.900998
85832,BIBR-1532,LC-1-sq,4.980908
85833,BIBR-1532,LOU-NH91,5.765191
85834,BIBR-1532,NCI-H1435,4.986774
85835,BIBR-1532,NCI-H1568,6.879062
85836,BIBR-1532,NCI-H1688,5.132301
85837,BIBR-1532,NCI-H1781,5.299748
85838,BIBR-1532,NUGC-4,7.086688
85839,BIBR-1532,OCUM-1,5.873974
85840,BIBR-1532,OE21,5.765982
85841,BIBR-1532,OVTOKO,4.204311
85842,BIBR-1532,PANC-02-03,6.298855
85843,BIBR-1532,PANC-04-03,6.606586
85844,BIBR-1532,PA-TU-8902,6.596197
85845,BIBR-1532,PCI-30,5.968022
85846,BIBR-1532,PL4,4.622279
85847,BIBR-1532,RERF-LC-KJ,4.807109
85848,BIBR-1532,RERF-LC-Sq1,5.548351
85849,BIBR-1532,RKN,6.030684
85850,BIBR-1532,SAT,5.711211
85851,BIBR-1532,SCC90,4.778865
85852,BIBR-1532,SKN-3,4.862179
85853,BIBR-1532,SW1271,6.320957
85854,BIBR-1532,T-T,5.259992
85855,BIBR-1532,TOV-112D,4.801626
85856,BIBR-1532,VCaP,5.270212
85857,BIBR-1532,WM1552C,4.971745
85858,BIBR-1532,WM35,4.433461
85859,BIBR-1532,WM793B,4.077594
85860,BIBR-1532,GA-10,3.580637
85861,BIBR-1532,GRANTA-519,3.900274
85862,BIBR-1532,CHSA8926,5.245942
85863,BIBR-1532,COR-L32,5.310399
85864,BIBR-1532,Hs-445,3.702959
85865,BIBR-1532,HSC-39,4.233212
85866,BIBR-1532,JJN-3,2.300232
85867,BIBR-1532,JURL-MK1,3.34624
85868,BIBR-1532,KARPAS-1106P,4.155794
85869,BIBR-1532,KARPAS-231,2.861891
85870,BIBR-1532,KARPAS-620,4.868724
85871,BIBR-1532,KCL-22,4.088216
85872,BIBR-1532,KOPN-8,2.881817
85873,BIBR-1532,L-1236,4.634307
85874,BIBR-1532,ME-1,4.711078
85875,BIBR-1532,MOLM-13,3.392253
85876,BIBR-1532,MOLP-8,2.547877
85877,BIBR-1532,NCI-H1341,5.581813
85878,BIBR-1532,NCI-H1876,3.575999
85879,BIBR-1532,NCI-H2066,6.506857
85880,BIBR-1532,OCI-AML5,4.293963
85881,BIBR-1532,OCI-M1,3.387051
85882,BIBR-1532,P32-ISH,3.25094
85883,BIBR-1532,PWR-1E,3.933579
85884,BIBR-1532,RC-K8,4.552223
85885,BIBR-1532,SLVL,4.711704
85886,BIBR-1532,SU-DHL-10,2.629074
85887,BIBR-1532,SU-DHL-5,3.626249
85888,BIBR-1532,SU-DHL-6,3.354361
85889,BIBR-1532,SU-DHL-8,2.351103
85890,BIBR-1532,SUP-HD1,5.057407
85891,BIBR-1532,SUP-M2,2.466831
85892,BIBR-1532,TK,3.670845
85893,BIBR-1532,VAL,4.231292
85894,BIBR-1532,WIL2-NS,4.587464
85895,BIBR-1532,WSU-DLCL2,4.236011
85896,BIBR-1532,DOV13,4.839532
85897,BIBR-1532,Hey,4.959488
85898,BIBR-1532,OV-56,5.711695
85899,BIBR-1532,OVCA420,5.941438
85900,BIBR-1532,PEO1,6.277146
85901,BIBR-1532,FLO-1,5.347152
85902,BIBR-1532,OACp4C,5.409304
85903,BIBR-1532,OACM5-1,4.138585
85904,BIBR-1532,SK-GT-2,4.818299
85905,BIBR-1532,SK-GT-4,6.81856
85906,BIBR-1532,ESO26,4.275893
85907,BIBR-1532,ESO51,4.590201
85908,BIBR-1532,KYAE-1,5.674935
85909,BIBR-1532,EMC-BAC-2,4.665803
85910,BIBR-1532,TE-4,4.451281
85911,BIBR-1532,RCC-JW,5.166866
85912,BIBR-1532,MM1S,4.147775
85913,BIBR-1532,SNU-175,4.992423
85914,BIBR-1532,SNU-C5,5.276846
85915,Pyridostatin,MC-CAR,3.686644
85916,Pyridostatin,PFSK-1,1.486092
85917,Pyridostatin,A673,3.006812
85918,Pyridostatin,ES7,2.127194
85919,Pyridostatin,EW-11,2.240095
85920,Pyridostatin,SK-ES-1,2.003739
85921,Pyridostatin,COLO-829,4.703653
85922,Pyridostatin,5637,2.679232
85923,Pyridostatin,RT4,3.650207
85924,Pyridostatin,SW780,4.12875
85925,Pyridostatin,TCCSUP,4.364234
85926,Pyridostatin,C-33-A,2.761673
85927,Pyridostatin,C-4-I,2.642484
85928,Pyridostatin,ME-180,3.393019
85929,Pyridostatin,42-MG-BA,3.33904
85930,Pyridostatin,8-MG-BA,1.972413
85931,Pyridostatin,A172,2.176472
85932,Pyridostatin,GB-1,4.518745
85933,Pyridostatin,T98G,4.905926
85934,Pyridostatin,U-118-MG,4.673391
85935,Pyridostatin,U-87-MG,3.297513
85936,Pyridostatin,NCI-H720,3.658229
85937,Pyridostatin,Calu-3,5.284028
85938,Pyridostatin,COR-L23,3.43977
85939,Pyridostatin,LK-2,3.094328
85940,Pyridostatin,NCI-H1623,3.717979
85941,Pyridostatin,NCI-H1648,4.381992
85942,Pyridostatin,NCI-H1650,4.805738
85943,Pyridostatin,NCI-H1693,5.06098
85944,Pyridostatin,NCI-H1838,4.911508
85945,Pyridostatin,NCI-H2085,4.169444
85946,Pyridostatin,NCI-H2170,3.23591
85947,Pyridostatin,NCI-H2228,2.90098
85948,Pyridostatin,NCI-H2342,4.936326
85949,Pyridostatin,NCI-H2347,6.308685
85950,Pyridostatin,NCI-H2405,6.129223
85951,Pyridostatin,NCI-H661,3.594423
85952,Pyridostatin,COR-L311,2.269589
85953,Pyridostatin,DMS-114,2.54966
85954,Pyridostatin,DMS-273,1.906309
85955,Pyridostatin,NCI-H1048,2.262763
85956,Pyridostatin,NCI-H1092,3.061711
85957,Pyridostatin,NCI-H1417,2.501595
85958,Pyridostatin,NCI-H2029,3.594487
85959,Pyridostatin,NCI-H209,1.761573
85960,Pyridostatin,NCI-H2141,3.606087
85961,Pyridostatin,NCI-H345,3.709111
85962,Pyridostatin,NCI-H446,1.50129
85963,Pyridostatin,NCI-H526,4.827977
85964,Pyridostatin,NCI-H64,4.18578
85965,Pyridostatin,NCI-H69,1.81174
85966,Pyridostatin,NCI-H82,2.196196
85967,Pyridostatin,NCI-H2052,3.90906
85968,Pyridostatin,SK-N-DZ,3.285878
85969,Pyridostatin,SK-N-FI,4.73371
85970,Pyridostatin,VA-ES-BJ,2.361447
85971,Pyridostatin,VMRC-LCD,4.85705
85972,Pyridostatin,LU-139,2.476714
85973,Pyridostatin,SBC-5,3.103689
85974,Pyridostatin,LU-135,1.706857
85975,Pyridostatin,SK-N-SH,4.440278
85976,Pyridostatin,NCI-H2122,2.852654
85977,Pyridostatin,NCI-H650,3.362113
85978,Pyridostatin,NCI-H929,1.690641
85979,Pyridostatin,SK-N-AS,4.401789
85980,Pyridostatin,NCI-H1299,5.150044
85981,Pyridostatin,NCI-H2087,4.719441
85982,Pyridostatin,UM-UC-3,3.464851
85983,Pyridostatin,SW756,6.333235
85984,Pyridostatin,NCI-H727,5.074616
85985,Pyridostatin,Calu-6,3.029134
85986,Pyridostatin,LU-65,4.305671
85987,Pyridostatin,NCI-H1355,2.996026
85988,Pyridostatin,NCI-H1792,2.368931
85989,Pyridostatin,HPAF-II,4.555373
85990,Pyridostatin,MIA-PaCa-2,2.183475
85991,Pyridostatin,SHP-77,3.325528
85992,Pyridostatin,NCI-H2009,3.484434
85993,Pyridostatin,SW1573,3.399173
85994,Pyridostatin,SW900,3.576289
85995,Pyridostatin,TE-5,4.205691
85996,Pyridostatin,HCC1954,4.209942
85997,Pyridostatin,HCC1143,3.290649
85998,Pyridostatin,HCC1187,4.454256
85999,Pyridostatin,HCC1395,3.704527
86000,Pyridostatin,HCC1599,2.973829
86001,Pyridostatin,HCC1937,3.930079
86002,Pyridostatin,HCC2157,5.014686
86003,Pyridostatin,HCC38,3.192351
86004,Pyridostatin,BB49-HNC,2.722133
86005,Pyridostatin,Ca9-22,3.740384
86006,Pyridostatin,CADO-ES1,2.668383
86007,Pyridostatin,CAL-33,2.490665
86008,Pyridostatin,CPC-N,1.606329
86009,Pyridostatin,CTV-1,1.439296
86010,Pyridostatin,DSH1,2.843765
86011,Pyridostatin,EBC-1,3.257113
86012,Pyridostatin,EC-GI-10,2.181601
86013,Pyridostatin,EPLC-272H,2.432668
86014,Pyridostatin,HO-1-u-1,1.958823
86015,Pyridostatin,HSC-2,2.339048
86016,Pyridostatin,IM-9,2.611661
86017,Pyridostatin,IST-SL2,2.620383
86018,Pyridostatin,J82,6.823201
86019,Pyridostatin,KNS-62,2.858755
86020,Pyridostatin,KP-4,2.960658
86021,Pyridostatin,KYSE-140,2.23188
86022,Pyridostatin,KYSE-410,3.080079
86023,Pyridostatin,KYSE-520,4.197467
86024,Pyridostatin,KYSE-70,3.264202
86025,Pyridostatin,LB771-HNC,4.165704
86026,Pyridostatin,LB831-BLC,2.556247
86027,Pyridostatin,LB996-RCC,5.22158
86028,Pyridostatin,LCLC-103H,3.607973
86029,Pyridostatin,LU-165,3.660684
86030,Pyridostatin,LXF-289,2.527695
86031,Pyridostatin,MS-1,2.627866
86032,Pyridostatin,NCI-H1563,4.410671
86033,Pyridostatin,NCI-H835,2.077908
86034,Pyridostatin,PC-14,3.636986
86035,Pyridostatin,SBC-3,1.844106
86036,Pyridostatin,SK-MM-2,4.529011
86037,Pyridostatin,TE-15,2.492643
86038,Pyridostatin,U-266,0.973118
86039,Pyridostatin,BE2-M17,2.430784
86040,Pyridostatin,KELLY,2.453369
86041,Pyridostatin,SIMA,3.508226
86042,Pyridostatin,TE-1,5.887826
86043,Pyridostatin,TE-8,2.602502
86044,Pyridostatin,CAPAN-1,4.6378
86045,Pyridostatin,OVCAR-3,4.251876
86046,Pyridostatin,PC-3,5.939423
86047,Pyridostatin,DU-145,4.788137
86048,Pyridostatin,HCT-116,2.313736
86049,Pyridostatin,HCT-15,4.706711
86050,Pyridostatin,HL-60,4.176888
86051,Pyridostatin,HT-29,3.374523
86052,Pyridostatin,K-562,3.980641
86053,Pyridostatin,NCI-H226,5.437098
86054,Pyridostatin,NCI-H23,4.403368
86055,Pyridostatin,NCI-H522,3.300666
86056,Pyridostatin,T47D,3.977836
86057,Pyridostatin,MCF7,4.687606
86058,Pyridostatin,786-0,2.846937
86059,Pyridostatin,A498,5.099996
86060,Pyridostatin,A549,1.468293
86061,Pyridostatin,ACHN,4.961563
86062,Pyridostatin,BT-549,3.138554
86063,Pyridostatin,CCRF-CEM,1.646301
86064,Pyridostatin,SK-MEL-2,4.591405
86065,Pyridostatin,Hs-578-T,2.501203
86066,Pyridostatin,MOLT-4,1.464947
86067,Pyridostatin,SK-OV-3,3.661433
86068,Pyridostatin,MDA-MB-231,2.917186
86069,Pyridostatin,COLO-205,4.40402
86070,Pyridostatin,SW620,3.690747
86071,Pyridostatin,RPMI-8226,1.927328
86072,Pyridostatin,SR,1.652451
86073,Pyridostatin,NCI-H322M,3.341634
86074,Pyridostatin,IGROV-1,3.156915
86075,Pyridostatin,OVCAR-5,4.083665
86076,Pyridostatin,HCC2998,2.597496
86077,Pyridostatin,HOP-62,4.4941
86078,Pyridostatin,HOP-92,5.564491
86079,Pyridostatin,LOXIMVI,1.873938
86080,Pyridostatin,M14,3.132425
86081,Pyridostatin,UACC-62,3.128502
86082,Pyridostatin,UACC-257,4.399652
86083,Pyridostatin,SN12C,2.58796
86084,Pyridostatin,TK10,7.032034
86085,Pyridostatin,U251,2.390162
86086,Pyridostatin,SF539,2.603612
86087,Pyridostatin,SF268,2.386983
86088,Pyridostatin,KM12,2.268081
86089,Pyridostatin,OVCAR-4,4.477139
86090,Pyridostatin,OVCAR-8,3.310078
86091,Pyridostatin,BxPC-3,3.262716
86092,Pyridostatin,BHT-101,4.21736
86093,Pyridostatin,Becker,4.376487
86094,Pyridostatin,BE-13,1.640383
86095,Pyridostatin,ARH-77,2.09715
86096,Pyridostatin,AGS,3.173584
86097,Pyridostatin,A2058,2.073711
86098,Pyridostatin,A375,3.356117
86099,Pyridostatin,A253,2.763339
86100,Pyridostatin,8305C,3.323126
86101,Pyridostatin,647-V,2.787859
86102,Pyridostatin,639-V,3.335119
86103,Pyridostatin,697,1.383976
86104,Pyridostatin,BT-20,3.909179
86105,Pyridostatin,A2780,2.175286
86106,Pyridostatin,COR-L105,4.493765
86107,Pyridostatin,COR-L88,2.398973
86108,Pyridostatin,COLO-824,3.365118
86109,Pyridostatin,COLO-792,4.442819
86110,Pyridostatin,COLO-680N,4.557416
86111,Pyridostatin,COLO-679,3.222213
86112,Pyridostatin,CHP-212,3.512355
86113,Pyridostatin,CFPAC-1,3.948313
86114,Pyridostatin,Ca-Ski,2.696988
86115,Pyridostatin,CAL-120,4.801958
86116,Pyridostatin,CAL-72,2.768407
86117,Pyridostatin,CAL-62,2.750874
86118,Pyridostatin,C32,4.842755
86119,Pyridostatin,Daudi,2.405188
86120,Pyridostatin,DB,2.182565
86121,Pyridostatin,Daoy,2.965519
86122,Pyridostatin,D-283MED,2.076426
86123,Pyridostatin,DBTRG-05MG,7.411379
86124,Pyridostatin,DEL,2.052958
86125,Pyridostatin,Detroit562,2.063598
86126,Pyridostatin,DG-75,1.893203
86127,Pyridostatin,DK-MG,2.806277
86128,Pyridostatin,DoTc2-4510,4.819281
86129,Pyridostatin,DU-4475,2.415442
86130,Pyridostatin,EB2,1.910858
86131,Pyridostatin,EB-3,2.972821
86132,Pyridostatin,ECC10,2.235685
86133,Pyridostatin,EFM-19,3.651386
86134,Pyridostatin,EGI-1,4.300621
86135,Pyridostatin,EM-2,3.520198
86136,Pyridostatin,EoL-1-cell,-2.164823
86137,Pyridostatin,ETK-1,2.720468
86138,Pyridostatin,EVSA-T,3.154524
86139,Pyridostatin,FADU,2.891453
86140,Pyridostatin,FTC-133,4.187323
86141,Pyridostatin,G-361,3.267791
86142,Pyridostatin,GAMG,2.226756
86143,Pyridostatin,GCIY,5.247836
86144,Pyridostatin,GDM-1,5.300319
86145,Pyridostatin,GI-ME-N,2.433082
86146,Pyridostatin,GOTO,4.141947
86147,Pyridostatin,GR-ST,2.31333
86148,Pyridostatin,GCT,3.379168
86149,Pyridostatin,ESS-1,2.582176
86150,Pyridostatin,H4,4.652156
86151,Pyridostatin,H9,1.614357
86152,Pyridostatin,HC-1,2.525109
86153,Pyridostatin,HCC1419,3.118729
86154,Pyridostatin,HCC1806,2.043888
86155,Pyridostatin,HCC70,2.157741
86156,Pyridostatin,HD-MY-Z,5.209724
86157,Pyridostatin,HEC-1,5.341266
86158,Pyridostatin,HGC-27,3.005109
86159,Pyridostatin,HH,5.591276
86160,Pyridostatin,HLE,3.731243
86161,Pyridostatin,HMV-II,2.385382
86162,Pyridostatin,HOS,2.309066
86163,Pyridostatin,HSC-3,3.494591
86164,Pyridostatin,HSC-4,3.472936
86165,Pyridostatin,HT-1080,5.158152
86166,Pyridostatin,HT-1197,4.642941
86167,Pyridostatin,HT-1376,4.538251
86168,Pyridostatin,HT-144,2.325544
86169,Pyridostatin,HT-3,5.008546
86170,Pyridostatin,HuCCT1,4.491581
86171,Pyridostatin,HuH-7,3.633067
86172,Pyridostatin,HuO9,2.576673
86173,Pyridostatin,IGR-1,3.678401
86174,Pyridostatin,IMR-5,1.331519
86175,Pyridostatin,IST-MEL1,3.013533
86176,Pyridostatin,IST-MES1,4.497149
86177,Pyridostatin,JVM-2,2.441819
86178,Pyridostatin,JVM-3,1.656551
86179,Pyridostatin,KALS-1,2.74778
86180,Pyridostatin,KARPAS-45,2.443896
86181,Pyridostatin,KARPAS-299,2.428773
86182,Pyridostatin,KARPAS-422,1.308503
86183,Pyridostatin,KATOIII,4.812088
86184,Pyridostatin,KE-37,1.490856
86185,Pyridostatin,KG-1,4.831071
86186,Pyridostatin,KINGS-1,3.557179
86187,Pyridostatin,KMOE-2,4.222719
86188,Pyridostatin,KMS-12-BM,2.736733
86189,Pyridostatin,HuP-T3,4.803037
86190,Pyridostatin,HuP-T4,3.579577
86191,Pyridostatin,HT55,3.844178
86192,Pyridostatin,H-EMC-SS,3.986418
86193,Pyridostatin,GP5d,4.063885
86194,Pyridostatin,DMS-53,3.152375
86195,Pyridostatin,G-402,3.459853
86196,Pyridostatin,G-401,2.074865
86197,Pyridostatin,KY821,2.618872
86198,Pyridostatin,KU812,2.509199
86199,Pyridostatin,KU-19-19,2.801064
86200,Pyridostatin,KS-1,3.699905
86201,Pyridostatin,KP-N-YN,2.426708
86202,Pyridostatin,KYSE-150,3.538945
86203,Pyridostatin,KYSE-180,2.492907
86204,Pyridostatin,KYSE-270,2.934234
86205,Pyridostatin,KYSE-450,2.299104
86206,Pyridostatin,L-428,2.44575
86207,Pyridostatin,L-540,3.17454
86208,Pyridostatin,LAMA-84,2.962387
86209,Pyridostatin,LC4-1,2.473304
86210,Pyridostatin,LNCaP-Clone-FGC,2.495585
86211,Pyridostatin,LOUCY,1.752764
86212,Pyridostatin,LoVo,5.644218
86213,Pyridostatin,LS-123,4.765761
86214,Pyridostatin,LS-411N,3.453354
86215,Pyridostatin,LU-99A,6.338453
86216,Pyridostatin,MDA-MB-361,4.111746
86217,Pyridostatin,MDA-MB-453,3.02165
86218,Pyridostatin,MDA-MB-468,2.852798
86219,Pyridostatin,MEL-JUSO,4.215508
86220,Pyridostatin,MEG-01,4.16606
86221,Pyridostatin,MES-SA,2.895961
86222,Pyridostatin,Mewo,4.19734
86223,Pyridostatin,MFE-280,4.670068
86224,Pyridostatin,MFE-296,3.243975
86225,Pyridostatin,MG-63,2.55797
86226,Pyridostatin,MHH-CALL-2,3.300936
86227,Pyridostatin,MHH-PREB-1,2.178285
86228,Pyridostatin,MKN1,3.286834
86229,Pyridostatin,MKN28,5.466462
86230,Pyridostatin,ML-2,1.305376
86231,Pyridostatin,MLMA,1.85771
86232,Pyridostatin,MN-60,3.044335
86233,Pyridostatin,MOG-G-CCM,4.495236
86234,Pyridostatin,MOG-G-UVW,2.408753
86235,Pyridostatin,MOLT-13,2.926213
86236,Pyridostatin,MOLT-16,0.6631
86237,Pyridostatin,MONO-MAC-6,2.695826
86238,Pyridostatin,Mo-T,3.894242
86239,Pyridostatin,MPP-89,3.575148
86240,Pyridostatin,MRK-nu-1,2.636473
86241,Pyridostatin,MSTO-211H,3.174144
86242,Pyridostatin,MV-4-11,1.512373
86243,Pyridostatin,NALM-6,1.294018
86244,Pyridostatin,NAMALWA,1.488678
86245,Pyridostatin,NB69,4.263499
86246,Pyridostatin,NCCIT,2.703049
86247,Pyridostatin,NCI-H520,1.865947
86248,Pyridostatin,SNU-1,1.57096
86249,Pyridostatin,SNU-5,2.753766
86250,Pyridostatin,SNU-16,1.772809
86251,Pyridostatin,NH-12,4.877779
86252,Pyridostatin,NKM-1,2.683064
86253,Pyridostatin,NOMO-1,2.762579
86254,Pyridostatin,NTERA-2-cl-D1,2.544903
86255,Pyridostatin,NUGC-3,2.889152
86256,Pyridostatin,NCI-H747,4.783268
86257,Pyridostatin,NCI-H716,4.378422
86258,Pyridostatin,NCI-H596,2.573703
86259,Pyridostatin,NCI-H441,7.594746
86260,Pyridostatin,NCI-N87,3.916465
86261,Pyridostatin,NCI-H2452,2.892503
86262,Pyridostatin,NCI-H1793,7.000093
86263,Pyridostatin,NCI-H358,3.56805
86264,Pyridostatin,NCI-H1155,4.15482
86265,Pyridostatin,NCI-H28,5.302842
86266,Pyridostatin,NCI-H1581,2.35274
86267,Pyridostatin,NCI-H1573,5.776823
86268,Pyridostatin,NCI-H1666,4.655786
86269,Pyridostatin,NCI-H1703,1.582642
86270,Pyridostatin,NCI-H1755,2.459937
86271,Pyridostatin,NCI-H1993,2.654831
86272,Pyridostatin,NCI-H524,2.386863
86273,Pyridostatin,ONS-76,1.652233
86274,Pyridostatin,OPM-2,1.913064
86275,Pyridostatin,OS-RC-2,5.763265
86276,Pyridostatin,P12-ICHIKAWA,1.886607
86277,Pyridostatin,P30-OHK,2.388252
86278,Pyridostatin,P31-FUJ,2.478768
86279,Pyridostatin,PA-1,2.774647
86280,Pyridostatin,OCUB-M,3.088698
86281,Pyridostatin,OC-314,2.421976
86282,Pyridostatin,PF-382,2.641908
86283,Pyridostatin,Raji,1.963102
86284,Pyridostatin,RCM-1,6.043735
86285,Pyridostatin,RD,4.187968
86286,Pyridostatin,REH,1.914362
86287,Pyridostatin,RKO,2.787059
86288,Pyridostatin,RMG-I,5.844065
86289,Pyridostatin,RPMI-6666,2.237568
86290,Pyridostatin,RPMI-8402,1.330871
86291,Pyridostatin,RS4-11,2.406676
86292,Pyridostatin,RT-112,3.05338
86293,Pyridostatin,Saos-2,4.511627
86294,Pyridostatin,SAS,2.382774
86295,Pyridostatin,SCC-9,5.642122
86296,Pyridostatin,SH-4,3.093037
86297,Pyridostatin,SJRH30,2.146343
86298,Pyridostatin,SJSA-1,3.201492
86299,Pyridostatin,SK-CO-1,2.905689
86300,Pyridostatin,SK-HEP-1,2.188747
86301,Pyridostatin,SK-LMS-1,4.120702
86302,Pyridostatin,SK-LU-1,4.756901
86303,Pyridostatin,SK-MEL-1,4.278325
86304,Pyridostatin,SK-MEL-24,5.761254
86305,Pyridostatin,SK-MES-1,2.882191
86306,Pyridostatin,SK-MG-1,4.71439
86307,Pyridostatin,SK-PN-DW,2.783818
86308,Pyridostatin,SK-UT-1,2.594796
86309,Pyridostatin,SNG-M,4.164251
86310,Pyridostatin,SNU-387,3.347056
86311,Pyridostatin,SNU-423,3.523757
86312,Pyridostatin,SNU-449,4.214896
86313,Pyridostatin,SNU-C2B,5.534753
86314,Pyridostatin,SUP-T1,1.625438
86315,Pyridostatin,SW13,2.15689
86316,Pyridostatin,SW1088,3.675703
86317,Pyridostatin,SW1116,6.150419
86318,Pyridostatin,SW1417,6.022313
86319,Pyridostatin,SW1463,3.196122
86320,Pyridostatin,SW1710,3.801058
86321,Pyridostatin,SW1783,2.760282
86322,Pyridostatin,SW48,2.274976
86323,Pyridostatin,SW626,4.399987
86324,Pyridostatin,SW684,4.388204
86325,Pyridostatin,SW837,5.464426
86326,Pyridostatin,SW872,5.415641
86327,Pyridostatin,SW948,5.74777
86328,Pyridostatin,SW982,2.204752
86329,Pyridostatin,T84,4.976405
86330,Pyridostatin,TGBC1TKB,5.626888
86331,Pyridostatin,TGBC11TKB,3.531421
86332,Pyridostatin,TUR,3.956309
86333,Pyridostatin,TYK-nu,3.67733
86334,Pyridostatin,U-2-OS,6.525157
86335,Pyridostatin,U-698-M,1.855009
86336,Pyridostatin,UACC-893,2.601727
86337,Pyridostatin,UMC-11,4.019049
86338,Pyridostatin,VM-CUB-1,3.175458
86339,Pyridostatin,VMRC-RCZ,6.700505
86340,Pyridostatin,WM-115,3.474221
86341,Pyridostatin,WSU-NHL,1.729718
86342,Pyridostatin,YAPC,3.247588
86343,Pyridostatin,YH-13,2.406439
86344,Pyridostatin,ZR-75-30,4.822604
86345,Pyridostatin,RCC10RGB,5.890558
86346,Pyridostatin,KURAMOCHI,5.275545
86347,Pyridostatin,KM-H2,2.697447
86348,Pyridostatin,HuO-3N1,3.167865
86349,Pyridostatin,OE19,3.239385
86350,Pyridostatin,Ramos-2G6-4C10,1.987474
86351,Pyridostatin,RPMI-8866,2.091093
86352,Pyridostatin,PSN1,4.602366
86353,Pyridostatin,OAW-42,5.754419
86354,Pyridostatin,OE33,3.5689
86355,Pyridostatin,CW-2,5.073406
86356,Pyridostatin,CGTH-W-1,3.633709
86357,Pyridostatin,COLO-320-HSR,3.602922
86358,Pyridostatin,ATN-1,1.966369
86359,Pyridostatin,CESS,4.909304
86360,Pyridostatin,COLO-678,4.633869
86361,Pyridostatin,COLO-684,2.546974
86362,Pyridostatin,COLO-668,3.693462
86363,Pyridostatin,LN-405,4.260249
86364,Pyridostatin,TGBC24TKB,4.630811
86365,Pyridostatin,BFTC-909,2.377984
86366,Pyridostatin,C2BBe1,4.67731
86367,Pyridostatin,AsPC-1,5.408327
86368,Pyridostatin,CA46,2.236746
86369,Pyridostatin,AU565,4.683879
86370,Pyridostatin,BALL-1,2.384211
86371,Pyridostatin,BL-41,1.893274
86372,Pyridostatin,BV-173,1.984164
86373,Pyridostatin,IA-LM,4.593847
86374,Pyridostatin,TGW,3.336869
86375,Pyridostatin,AN3-CA,2.862007
86376,Pyridostatin,A204,3.800253
86377,Pyridostatin,NY,3.055741
86378,Pyridostatin,C3A,5.075055
86379,Pyridostatin,CAL-85-1,4.707112
86380,Pyridostatin,CHL-1,3.430821
86381,Pyridostatin,NCI-H1651,2.352416
86382,Pyridostatin,RPMI-7951,3.496926
86383,Pyridostatin,SCC-4,4.298017
86384,Pyridostatin,SNU-C1,3.852441
86385,Pyridostatin,ST486,2.244703
86386,Pyridostatin,SW1990,4.686107
86387,Pyridostatin,UACC-812,4.969842
86388,Pyridostatin,SCC-15,4.779457
86389,Pyridostatin,CAPAN-2,5.552875
86390,Pyridostatin,CAL-27,2.733039
86391,Pyridostatin,BC-1,1.69266
86392,Pyridostatin,A704,4.534291
86393,Pyridostatin,A101D,3.515414
86394,Pyridostatin,769-P,5.66987
86395,Pyridostatin,23132-87,2.645773
86396,Pyridostatin,BFTC-905,2.359289
86397,Pyridostatin,CAL-51,3.637404
86398,Pyridostatin,SCC-3,1.964096
86399,Pyridostatin,GAK,3.78913
86400,Pyridostatin,AM-38,3.160237
86401,Pyridostatin,A4-Fuk,1.793692
86402,Pyridostatin,A3-KAW,1.71599
86403,Pyridostatin,DOK,2.388895
86404,Pyridostatin,COR-L279,2.066644
86405,Pyridostatin,CHP-134,2.357328
86406,Pyridostatin,NEC8,2.613088
86407,Pyridostatin,CAS-1,3.599029
86408,Pyridostatin,ALL-PO,2.816544
86409,Pyridostatin,OCI-AML2,2.815349
86410,Pyridostatin,MFM-223,4.227642
86411,Pyridostatin,CML-T1,0.396066
86412,Pyridostatin,CAL-54,2.632026
86413,Pyridostatin,EFO-21,3.890211
86414,Pyridostatin,LS-1034,4.425818
86415,Pyridostatin,22RV1,2.872126
86416,Pyridostatin,8505C,3.155045
86417,Pyridostatin,B-CPAP,3.728494
86418,Pyridostatin,BPH-1,1.984957
86419,Pyridostatin,CAL-148,1.635168
86420,Pyridostatin,CAL-39,2.416523
86421,Pyridostatin,CaR-1,3.502881
86422,Pyridostatin,HDLM-2,2.713863
86423,Pyridostatin,HO-1-N-1,2.470848
86424,Pyridostatin,HTC-C3,3.896023
86425,Pyridostatin,KGN,3.033416
86426,Pyridostatin,KLE,4.26555
86427,Pyridostatin,K5,3.20031
86428,Pyridostatin,L-363,2.466595
86429,Pyridostatin,MDA-MB-415,1.897684
86430,Pyridostatin,NCI-H1975,4.271254
86431,Pyridostatin,MDA-MB-157,3.895531
86432,Pyridostatin,MKN45,3.026413
86433,Pyridostatin,NCI-H810,3.343214
86434,Pyridostatin,MFH-ino,3.586525
86435,Pyridostatin,NOS-1,3.143198
86436,Pyridostatin,PANC-03-27,4.338475
86437,Pyridostatin,PANC-08-13,5.948061
